City,State,County
Brentwood,TN,williamson
Sayreville,NJ,middlesex
Cleveland Heights,OH,cuyahoga
Sierra Vista,AZ,cochise
Pearl City,HI,honolulu
Riverton,UT,salt lake
Alexandria,LA,rapides
Manchester,NJ,ocean
Fairfield,OH,butler
Blacksburg,VA,montgomery
York,PA,york
North Lauderdale,FL,broward
Plainfield,IL,will
Plainfield,IL,kendall
Burlington,VT,chittenden
Fond du Lac,WI,fond du lac
Mount Laurel,NJ,burlington
West Lafayette,IN,tippecanoe
Palm Springs,CA,riverside
The Colony,TX,denton
Moorhead,MN,clay
Mankato,MN,nicollet
Mankato,MN,blue earth
Mankato,MN,le sueur
Salem,MA,essex
Lombard,IL,dupage
Freeport,NY,nassau
Lompoc,CA,santa barbara
Gallatin,TN,sumner
Wallingford,CT,new haven
Rohnert Park,CA,sonoma
Wentzville,MO,st. charles
Wilkes Barre,PA,luzerne
El Centro,CA,imperial
Bloomfield,MI,oakland
Oakland Park,FL,broward
Saginaw,MI,saginaw
Hilo,HI,hawaii
Greenacres,FL,palm beach
Concord,NH,merrimack
Altoona,PA,blair
Campbell,CA,santa clara
Pittsfield,MA,berkshire
Meridian,MI,ingham
San Bruno,CA,san mateo
North Brunswick,NJ,middlesex
Leominster,MA,worcester
Berkeley,NJ,ocean
Linden,NJ,union
Shakopee,MN,scott
North Miami Beach,FL,miami-dade
Sherman,TX,grayson
Eagle Mountain,UT,utah
Danville,CA,contra costa
Hagerstown,MD,washington
Bremerton,WA,kitsap
Southington,CT,hartford
Hickory,NC,burke
Hickory,NC,caldwell
Hickory,NC,catawba
Waipahu,HI,honolulu
Sumter,SC,sumter
Huber Heights,OH,miami
Huber Heights,OH,montgomery
Oakley,CA,contra costa
Hillsborough,NJ,somerset
Woonsocket,RI,providence
Jefferson City,MO,callaway
Jefferson City,MO,cole
Buffalo Grove,IL,lake
Buffalo Grove,IL,cook
Ormond Beach,FL,volusia
Commerce,MI,oakland
Clermont,FL,lake
Moline,IL,rock island
Coppell,TX,denton
Coppell,TX,dallas
Puyallup,WA,pierce
Edmonds,WA,snohomish
Manassas,VA,manassas
Beverly,MA,essex
Spanish Fork,UT,utah
Danville,VA,danville
Newnan,GA,coweta
Midland,MI,bay
Midland,MI,midland
Belleville,IL,st. clair
Gainesville,GA,hall
Rancho Palos Verdes,CA,los angeles
Peachtree Corners,GA,gwinnett
Lake Worth Beach,FL,palm beach
Enfield,CT,hartford
Billerica,MA,middlesex
Maplewood,MN,ramsey
Schertz,TX,comal
Schertz,TX,guadalupe
Schertz,TX,bexar
Kearny,NJ,hudson
Fitchburg,MA,worcester
Coachella,CA,riverside
Marlborough,MA,middlesex
Columbia,TN,maury
Hollister,CA,san benito
Marion,IA,linn
Marlboro,NJ,monmouth
Brookfield,WI,waukesha
Bullhead City,AZ,mohave
Germantown,TN,shelby
Delaware,OH,delaware
Milton,GA,fulton
Lancaster,TX,dallas
Pine Bluff,AR,jefferson
Grove City,OH,franklin
Teaneck,NJ,bergen
Holly Springs,NC,wake
Hallandale Beach,FL,broward
Friendswood,TX,harris
Friendswood,TX,galveston
Waxahachie,TX,ellis
Bartlett,IL,cook
Bartlett,IL,dupage
Bartlett,IL,kane
Reynoldsburg,OH,licking
Reynoldsburg,OH,franklin
Reynoldsburg,OH,fairfield
Covington,KY,kenton
Montclair,NJ,essex
Manalapan,NJ,monmouth
Woburn,MA,middlesex
Shelton,CT,fairfield
Westfield,MA,hampden
Annapolis,MD,anne arundel
Chelsea,MA,suffolk
Culver City,CA,los angeles
Lake Oswego,OR,multnomah
Lake Oswego,OR,clackamas
Lake Oswego,OR,washington
Cedar Falls,IA,black hawk
Duncanville,TX,dallas
Valley Stream,NY,nassau
Lancaster,OH,fairfield
Kailua,HI,honolulu
Hobbs,NM,lea
State College,PA,centre
New Berlin,WI,waukesha
Hurst,TX,tarrant
Findlay,OH,hancock
DeKalb,IL,dekalb
Crystal Lake,IL,mchenry
Lincoln Park,MI,wayne
Aventura,FL,miami-dade
Fort Lee,NJ,bergen
Florence,AL,lauderdale
Weslaco,TX,hidalgo
Norwich,CT,new london
Brighton,CO,weld
Brighton,CO,adams
Oviedo,FL,seminole
Issaquah,WA,king
Hutchinson,KS,reno
Indian Trail,NC,union
Wausau,WI,marathon
Winslow,NJ,camden
Florence,SC,florence
Romeoville,IL,will
Carol Stream,IL,dupage
Grand Blanc,MI,genesee
Plant City,FL,hillsborough
Olive Branch,MS,desoto
Park Ridge,IL,cook
Streamwood,IL,cook
San Gabriel,CA,los angeles
Cape Girardeau,MO,cape girardeau
Cape Girardeau,MO,scott
Bell Gardens,CA,los angeles
Quincy,IL,adams
Rexburg,ID,madison
Dover,DE,kent
Keizer,OR,marion
Roy,UT,weber
Mount Juliet,TN,wilson
Amherst,MA,hampshire
Warren,OH,trumbull
Westerville,OH,delaware
Westerville,OH,franklin
Grants Pass,OR,josephine
Pittsfield,MI,washtenaw
Braintree,MA,norfolk
Wheeling,IL,lake
Wheeling,IL,cook
Bettendorf,IA,scott
Vestavia Hills,AL,jefferson
Royal Palm Beach,FL,palm beach
Cottage Grove,MN,washington
Phenix City,AL,lee
Phenix City,AL,russell
Spartanburg,SC,spartanburg
La Vergne,TN,rutherford
Pacifica,CA,san mateo
Calexico,CA,imperial
West Fargo,ND,cass
Lynnwood,WA,snohomish
Clovis,NM,curry
Menomonee Falls,WI,waukesha
Apache Junction,AZ,maricopa
Apache Junction,AZ,pinal
Atlantic City,NJ,atlantic
Post Falls,ID,kootenai
Lebanon,TN,wilson
Groton,CT,new london
East Point,GA,fulton
Winter Springs,FL,seminole
Urbana,IL,champaign
Shrewsbury,MA,worcester
Muskegon,MI,muskegon
Rosenberg,TX,fort bend
Holland,MI,ottawa
Peachtree City,GA,fayette
Owasso,OK,rogers
Owasso,OK,tulsa
Holyoke,MA,hampden
Belleville,NJ,essex
Orion,MI,oakland
Northglenn,CO,weld
Northglenn,CO,adams
La Puente,CA,los angeles
Adelanto,CA,san bernardino
Carpentersville,IL,kane
Stanton,CA,orange
Monrovia,CA,los angeles
Hot Springs,AR,garland
Portage,IN,porter
Tupelo,MS,lee
Montclair,CA,san bernardino
New Albany,IN,floyd
Longview,WA,cowlitz
Galloway,NJ,atlantic
Greenfield,WI,milwaukee
Prattville,AL,elmore
Prattville,AL,autauga
Pleasant Grove,UT,utah
Rome,GA,floyd
Saratoga Springs,UT,utah
Hilton Head Island,SC,beaufort
Riviera Beach,FL,palm beach
Oregon City,OR,clackamas
La Quinta,CA,riverside
Hanover Park,IL,cook
Hanover Park,IL,dupage
Kaneohe,HI,honolulu
DeLand,FL,volusia
Leavenworth,KS,leavenworth
Bartlesville,OK,osage
Bartlesville,OK,washington
Martinez,CA,contra costa
Claremont,CA,los angeles
Ewing,NJ,mercer
Lewiston,ME,androscoggin
Monroe,NJ,gloucester
Hilliard,OH,franklin
Rock Island,IL,rock island
Georgetown,KY,scott
Pennsauken,NJ,camden
Natick,MA,middlesex
Tucker,GA,dekalb
Richfield,MN,hennepin
Estero,FL,lee
Muskogee,OK,muskogee
Wildomar,CA,riverside
Trumbull,CT,fairfield
Franklin,WI,milwaukee
Upper Arlington,OH,franklin
Kearns,UT,salt lake
Independence,MI,oakland
Copperas Cove,TX,bell
Copperas Cove,TX,lampasas
Copperas Cove,TX,coryell
Beloit,WI,rock
Andover,MA,essex
Oak Creek,WI,milwaukee
Temple City,CA,los angeles
Merrillville,IN,lake
Cumberland,RI,providence
Chelmsford,MA,middlesex
Moorpark,CA,ventura
Roseville,MN,ramsey
Texarkana,TX,bowie
Dunedin,FL,pinellas
Calumet City,IL,cook
Midvale,UT,salt lake
Marion,OH,marion
Farmers Branch,TX,dallas
Sun Prairie,WI,dane
Lauderdale Lakes,FL,broward
El Mirage,AZ,maricopa
Inver Grove Heights,MN,dakota
West Hollywood,CA,los angeles
Norristown,PA,montgomery
Tooele,UT,tooele
Gahanna,OH,franklin
Richmond,IN,wayne
Addison,IL,dupage
Coventry,RI,kent
Myrtle Beach,SC,horry
Lake Stevens,WA,snohomish
Lima,OH,allen
Salisbury,NC,rowan
Torrington,CT,litchfield
Wenatchee,WA,chelan
Manhattan Beach,CA,los angeles
Brunswick,OH,medina
Wildwood,MO,st. louis
Freehold,NJ,monmouth
Watertown,MA,middlesex
Greer,SC,greenville
Greer,SC,spartanburg
San Juan,TX,hidalgo
North Ridgeville,OH,lorain
Springville,UT,utah
San Luis,AZ,yuma
Cedar City,UT,iron
Northbrook,IL,cook
Mount Vernon,WA,skagit
San Juan Capistrano,CA,orange
Glastonbury,CT,hartford
Midlothian,TX,ellis
La Porte,TX,harris
University City,MO,st. louis
Woodstock,GA,cherokee
Meridian,MS,lauderdale
Long Beach,NY,nassau
Benton,AR,saline
Randolph,MA,norfolk
Fair Lawn,NJ,bergen
San Dimas,CA,los angeles
Hinesville,GA,liberty
University Place,WA,pierce
Cookeville,TN,putnam
Mason,OH,warren
College Park,MD,prince george's
Del Rio,TX,val verde
Parkland,FL,broward
Douglasville,GA,douglas
Manitowoc,WI,manitowoc
Plainfield,IN,hendricks
Pleasant Hill,CA,contra costa
Oswego,IL,kendall
Richmond,KY,madison
Monroe,NC,union
Goshen,IN,elkhart
Fairborn,OH,greene
Deer Park,TX,harris
Butte Silver Bow,MT,silver bow
Stow,OH,summit
Lexington,MA,middlesex
Orange,NJ,essex
Dalton,GA,whitfield
Cooper City,FL,broward
Holland,MI,allegan
McMinnville,OR,yamhill
Eastpointe,MI,macomb
Derry,NH,rockingham
Socorro,TX,el paso
Westlake,OH,cuyahoga
Lewiston,ID,nez perce
Woodridge,IL,dupage
Woodridge,IL,will
Fuquay Varina,NC,wake
Valparaiso,IN,porter
Lufkin,TX,angelina
Sahuarita,AZ,pima
North Providence,RI,providence
Walla Walla,WA,walla walla
Gadsden,AL,etowah
Leawood,KS,johnson
Crown Point,IN,lake
Foster City,CA,san mateo
Kearney,NE,buffalo
Dartmouth,MA,bristol
Brooklyn Center,MN,hennepin
Menlo Park,CA,san mateo
Englewood,CO,arapahoe
Goldsboro,NC,wayne
Cottonwood Heights,UT,salt lake
Bethel Park,PA,allegheny
Bell,CA,los angeles
Plainfield,MI,kent
Los Gatos,CA,santa clara
Petersburg,VA,petersburg
Statesboro,GA,bulloch
Houma,LA,terrebonne
Gillette,WY,campbell
American Fork,UT,utah
Alabaster,AL,shelby
Redmond,OR,deschutes
Franklin,MA,norfolk
Brownstown,MI,wayne
Glendale Heights,IL,dupage
Delta,MI,eaton
Dana Point,CA,orange
Harker Heights,TX,bell
St Charles,IL,dupage
St Charles,IL,kane
Lawrence,NJ,mercer
Spring Valley,NY,rockland
Salisbury,MD,wicomico
Kennesaw,GA,cobb
Canton,GA,cherokee
Kiryas Joel,NY,orange
Kaysville,UT,davis
Panama City,FL,bay
Pullman,WA,whitman
Des Moines,WA,king
Elk Grove Village,IL,cook
Elk Grove Village,IL,dupage
Dover,NH,strafford
Sherwood,AR,pulaski
Windsor,CO,weld
Windsor,CO,larimer
Beverly Hills,CA,los angeles
Goleta,CA,santa barbara
Kingman,AZ,mohave
Bay City,MI,bay
Garfield,NJ,bergen
Dracut,MA,middlesex
Chester,PA,delaware
Andover,MN,anoka
Falmouth,MA,barnstable
Fairbanks,AK,fairbanks north star
Desert Hot Springs,CA,riverside
Rochester,NH,strafford
Savage,MN,scott
North Olmsted,OH,cuyahoga
Wheat Ridge,CO,jefferson
Seaside,CA,monterey
OFallon,IL,st. clair
Cibolo,TX,guadalupe
Cibolo,TX,bexar
Juneau,AK,juneau
Carlsbad,NM,eddy
Nacogdoches,TX,nacogdoches
Massillon,OH,stark
Syracuse,UT,davis
Rome,NY,oneida
San Pablo,CA,contra costa
Ithaca,NY,tompkins
Helena,MT,lewis and clark
Needham,MA,norfolk
Michigan City,IN,laporte
Aiken,SC,aiken
Deptford,NJ,gloucester
Atwater,CA,merced
Holladay,UT,salt lake
Florence,KY,boone
South Kingstown,RI,washington
Clearfield,UT,davis
Maryville,TN,blount
Willingboro,NJ,burlington
Duluth,GA,gwinnett
Lawndale,CA,los angeles
Bangor,ME,penobscot
West Bend,WI,washington
Pekin,IL,tazewell
Pekin,IL,peoria
Dania Beach,FL,broward
Port Chester,NY,westchester
Long Branch,NJ,monmouth
Los Altos,CA,santa clara
Norwood,MA,norfolk
Poughkeepsie,NY,dutchess
Mundelein,IL,lake
Naugatuck,CT,new haven
Paso Robles,CA,san luis obispo
SeaTac,WA,king
Cornelius,NC,mecklenburg
Laramie,WY,albany
Oak Ridge,TN,anderson
Oak Ridge,TN,roane
Elizabethtown,KY,hardin
Burlingame,CA,san mateo
Shawnee,OK,pottawatomie
Laguna Hills,CA,orange
Cleburne,TX,johnson
Tewksbury,MA,middlesex
La Verne,CA,los angeles
Livingston,NJ,essex
North Royalton,OH,cuyahoga
Jackson,MI,jackson
New Bern,NC,craven
Southlake,TX,denton
Southlake,TX,tarrant
Hopkinsville,KY,christian
Garner,NC,wake
Northport,AL,tuscaloosa
Ballwin,MO,st. louis
Nicholasville,KY,jessamine
Voorhees,NJ,camden
Saratoga,CA,santa clara
Westfield,NJ,union
West Warwick,RI,kent
Opelika,AL,lee
White Lake,MI,oakland
North Andover,MA,essex
Niles,IL,cook
Alamogordo,NM,otero
LaGrange,GA,troup
Weatherford,TX,parker
North Attleborough,MA,bristol
Bowling Green,OH,wood
North Chicago,IL,lake
San Carlos,CA,san mateo
Gurnee,IL,lake
Princeton,NJ,mercer
Santa Paula,CA,ventura
Lawrenceville,GA,gwinnett
Zionsville,IN,boone
Newark,DE,new castle
Newington,CT,hartford
North Tonawanda,NY,niagara
Miami Lakes,FL,miami-dade
Morristown,TN,hamblen
Morristown,TN,jefferson
Lafayette,CO,boulder
Milford,MA,worcester
Van Buren,MI,wayne
Morgantown,WV,monongalia
Eagle,ID,ada
Middletown,NY,orange
Sanford,NC,lee
Monterey,CA,monterey
Vernon,CT,tolland
Highland Park,IL,lake
Prosper,TX,collin
Prosper,TX,denton
Liberty,MO,clay
Chamblee,GA,dekalb
Nutley,NJ,essex
New Smyrna Beach,FL,volusia
Bella Vista,AR,benton
Salem,NH,rockingham
Laurel,MD,prince george's
Galesburg,IL,knox
East Windsor,NJ,mercer
Erie,CO,weld
Erie,CO,boulder
East Palo Alto,CA,san mateo
Southgate,MI,wayne
Raytown,MO,jackson
Hazleton,PA,luzerne
Melrose,MA,middlesex
Fountain,CO,el paso
Winter Park,FL,orange
Garfield Heights,OH,cuyahoga
Atascadero,CA,san luis obispo
Hobart,IN,lake
Parkersburg,WV,wood
Gloucester,MA,essex
Burton,MI,genesee
Algonquin,IL,kane
Algonquin,IL,mchenry
Greenville,MS,washington
Schererville,IN,lake
Morrisville,NC,durham
Morrisville,NC,wake
Fitchburg,WI,dane
Fridley,MN,anoka
Northampton,MA,hampshire
Johnston,RI,providence
Central,LA,east baton rouge
Oak Park,MI,oakland
Rahway,NJ,union
Wellesley,MA,norfolk
Paragould,AR,greene
Suisun City,CA,solano
West Windsor,NJ,mercer
Banning,CA,riverside
Windsor,CT,hartford
Jacksonville,AR,pulaski
Kirkwood,MO,st. louis
Burbank,IL,cook
Shaker Heights,OH,cuyahoga
Matthews,NC,mecklenburg
Seguin,TX,guadalupe
Texarkana,AR,miller
Englewood,NJ,bergen
Stoughton,MA,norfolk
Magna,UT,salt lake
Danville,IL,vermilion
Williston,ND,williams
Lansing,IL,cook
McDonough,GA,henry
Port Huron,MI,st. clair
Lake in the Hills,IL,mchenry
Brownsburg,IN,hendricks
Stockbridge,GA,henry
Russellville,AR,pope
Mount Olive,NJ,morris
Newburgh,NY,orange
Glen Ellyn,IL,dupage
West Springfield,MA,hampden
Gaines,MI,kent
Casselberry,FL,seminole
Slidell,LA,st. tammany
Cheshire,CT,new haven
Jamestown,NY,chautauqua
Enterprise,AL,coffee
Enterprise,AL,dale
Lathrop,CA,san joaquin
Agawam,MA,hampden
Independence,KY,kenton
Lacey,NJ,ocean
Monroeville,PA,allegheny
Allen Park,MI,wayne
Bridgewater,MA,plymouth
Milton,MA,norfolk
Saugus,MA,essex
Stafford,NJ,ocean
Bixby,OK,wagoner
Bixby,OK,tulsa
Frankfort,KY,franklin
New Iberia,LA,iberia
Aberdeen,SD,brown
Saratoga Springs,NY,saratoga
Jeffersontown,KY,jefferson
Madison Heights,MI,oakland
Hamtramck,MI,wayne
Walnut,CA,los angeles
Statesville,NC,iredell
Glen Cove,NY,nassau
Belmont,CA,san mateo
Bergenfield,NJ,bergen
Marion,IN,grant
Oakdale,MN,washington
Maryland Heights,MO,st. louis
Branford,CT,new haven
Kahului,HI,maui
Harrison,NY,westchester
Kent,OH,portage
Lake Jackson,TX,brazoria
Wilmette,IL,cook
Greenville,TX,hunt
Garden City,KS,finney
Eagle Pass,TX,maverick
Easton,PA,northampton
Mililani Town,HI,honolulu
Winchester,VA,winchester
New Milford,CT,litchfield
Anderson,SC,anderson
Clinton,MS,hinds
Danvers,MA,essex
Twentynine Palms,CA,san bernardino
Neptune,NJ,monmouth
Maple Valley,WA,king
Washington,UT,washington
Fredericksburg,VA,fredericksburg
Henderson,KY,henderson
Ridgecrest,CA,kern
Tualatin,OR,clackamas
Tualatin,OR,washington
Plymouth,MI,wayne
East Haven,CT,new haven
Bernards,NJ,somerset
Chaska,MN,carver
Dodge City,KS,ford
Williamsport,PA,lycoming
Madison,MS,madison
Huntley,IL,kane
Huntley,IL,mchenry
Mount Pleasant,WI,racine
North Kingstown,RI,washington
Bluffton,SC,beaufort
Delhi,MI,ingham
Balch Springs,TX,dallas
Rockledge,FL,brevard
Ocean,NJ,monmouth
Ramsey,MN,anoka
Lemon Grove,CA,san diego
Prior Lake,MN,scott
Marshalltown,IA,marshall
Hutto,TX,williamson
Ossining,NY,westchester
Granite City,IL,madison
Millville,NJ,cumberland
Hamilton,NJ,atlantic
Chicago Heights,IL,cook
Oak Forest,IL,cook
Green,OH,summit
Converse,TX,bexar
Daphne,AL,baldwin
Garden City,MI,wayne
West Linn,OR,clackamas
New London,CT,new london
Mason City,IA,cerro gordo
Neenah,WI,winnebago
Wethersfield,CT,hartford
Belmont,MA,middlesex
Bridgeton,NJ,cumberland
Round Lake Beach,IL,lake
Wooster,OH,wayne
New Lenox,IL,will
Thomasville,NC,davidson
Thomasville,NC,randolph
Newtown,CT,fairfield
Asheboro,NC,randolph
Lindenhurst,NY,suffolk
Bristol,TN,sullivan
Plum,PA,allegheny
Fremont,NE,dodge
Westport,CT,fairfield
Paducah,KY,mccracken
McHenry,IL,mchenry
Crestview,FL,okaloosa
Benicia,CA,solano
Pearl,MS,rankin
Sachse,TX,dallas
Sachse,TX,collin
Alvin,TX,brazoria
Wakefield,MA,middlesex
Gladstone,MO,clay
Wheeling,WV,marshall
Wheeling,WV,ohio
Wasco,CA,kern
Lemoore,CA,kings
Leesburg,FL,lake
South Pasadena,CA,los angeles
Shoreview,MN,ramsey
South Windsor,CT,hartford
Pemberton,NJ,burlington
Palm Springs,FL,palm beach
Auburn,NY,cayuga
Vernon Hills,IL,lake
Union City,GA,fulton
Lebanon,PA,lebanon
Edwardsville,IL,madison
Florence,AZ,pinal
South Salt Lake,UT,salt lake
Superior,WI,douglas
Carrollton,GA,carroll
Horn Lake,MS,desoto
Farmington,CT,hartford
Paramus,NJ,bergen
Temple Terrace,FL,hillsborough
Haines City,FL,polk
Wilsonville,OR,clackamas
Wilsonville,OR,washington
Merrimack,NH,hillsborough
Sanger,CA,fresno
Allendale,MI,ottawa
Cabot,AR,lonoke
Wall,NJ,monmouth
Elmira,NY,chemung
Eureka,CA,humboldt
Randolph,NJ,morris
South Portland,ME,cumberland
Mint Hill,NC,mecklenburg
Mint Hill,NC,union
Kernersville,NC,guilford
Kernersville,NC,forsyth
Key West,FL,monroe
Owatonna,MN,steele
Brawley,CA,imperial
Homewood,AL,jefferson
Walpole,MA,norfolk
Burlington,MA,middlesex
East Chicago,IN,lake
Windsor,CA,sonoma
Norco,CA,riverside
Clayton,NC,johnston
Clayton,NC,wake
Troy,OH,miami
Forest Grove,OR,washington
Grandview,MO,jackson
Lodi,NJ,bergen
Austin,MN,mower
Big Spring,TX,howard
Imperial Beach,CA,san diego
Trussville,AL,st. clair
Trussville,AL,jefferson
Batavia,IL,dupage
Batavia,IL,kane
Lockport,IL,will
Medina,OH,medina
Inkster,MI,wayne
Camas,WA,clark
Colleyville,TX,tarrant
Bessemer,AL,jefferson
Hercules,CA,contra costa
Rockville Centre,NY,nassau
Woodburn,OR,marion
Ridgewood,NJ,bergen
El Cerrito,CA,contra costa
Jenks,OK,tulsa
Winona,MN,winona
Chanhassen,MN,hennepin
Chanhassen,MN,carver
West Melbourne,FL,brevard
Mansfield,CT,tolland
Elk River,MN,sherburne
Londonderry,NH,rockingham
Marshfield,MA,plymouth
Staunton,VA,staunton
Mercer Island,WA,king
Pooler,GA,chatham
Ewa Gentry,HI,honolulu
Cliffside Park,NJ,bergen
Maplewood,NJ,essex
Dickinson,ND,stark
Alton,IL,madison
Stevens Point,WI,portage
Rosemount,MN,dakota
Blackman,MI,jackson
Woodstock,IL,mchenry
Derby,KS,sedgwick
West Chicago,IL,dupage
Marysville,OH,union
Ottumwa,IA,wapello
Reading,MA,middlesex
Mahwah,NJ,bergen
Venice,FL,sarasota
Hazelwood,MO,st. louis
Xenia,OH,greene
Moscow,ID,latah
Peekskill,NY,westchester
Oxford,MS,lafayette
Barstow,CA,san bernardino
De Pere,WI,brown
Athens,AL,limestone
Kingsville,TX,kleberg
Hudson,NH,hillsborough
Lafayette,CA,contra costa
Galt,CA,sacramento
Dedham,MA,norfolk
Caledonia,WI,racine
Tumwater,WA,thurston
Salem,VA,salem
Rockaway,NJ,morris
Belvidere,IL,boone
Carteret,NJ,middlesex
Franklin,IN,johnson
Morton Grove,IL,cook
University Park,TX,dallas
Seal Beach,CA,orange
Reedley,CA,fresno
Avon Lake,OH,lorain
Barberton,OH,summit
Romulus,MI,wayne
Newport,RI,newport
Hastings,NE,adams
Moses Lake,WA,grant
Mequon,WI,ozaukee
Brandon,MS,rankin
Maywood,CA,los angeles
Newberg,OR,yamhill
Walker,MI,kent
Tarpon Springs,FL,pinellas
Corsicana,TX,navarro
Sandusky,OH,erie
Sugar Hill,GA,gwinnett
Easton,MA,bristol
Wyandotte,MI,wayne
Sebastian,FL,indian river
Perrysburg,OH,wood
Ridgefield,CT,fairfield
Muskego,WI,waukesha
Norton Shores,MI,muskegon
Yarmouth,MA,barnstable
Scotch Plains,NJ,union
Norfolk,NE,madison
Decatur,GA,dekalb
Soledad,CA,monterey
Greenbelt,MD,prince george's
White Bear Lake,MN,ramsey
White Bear Lake,MN,washington
Fort Dodge,IA,webster
Riverbank,CA,stanislaus
West Milford,NJ,passaic
San Benito,TX,cameron
Conway,SC,horry
Avon,OH,lorain
Bainbridge Island,WA,kitsap
Melrose Park,IL,cook
Loma Linda,CA,san bernardino
Zanesville,OH,muskingum
Ardmore,OK,carter
Mauldin,SC,greenville
Watertown,NY,jefferson
Selma,CA,fresno
Herndon,VA,fairfax
Zion,IL,lake
Westford,MA,middlesex
Oak Harbor,WA,island
Dinuba,CA,tulare
Kalispell,MT,flathead
Homer Glen,IL,will
Farmington,UT,davis
Elmwood Park,IL,cook
Fort Mill,SC,york
Benbrook,TX,tarrant
West Memphis,AR,crittenden
Simsbury,CT,hartford
Medford,NJ,burlington
Denison,TX,grayson
Paris,TX,lamar
Riverside,OH,montgomery
Clinton,IA,clinton
Faribault,MN,rice
Palmetto Bay,FL,miami-dade
Westmont,IL,dupage
Windham,CT,windham
Ponca City,OK,kay
North Augusta,SC,aiken
North Augusta,SC,edgefield
Canton,MA,norfolk
Collinsville,IL,st. clair
Collinsville,IL,madison
Auburn Hills,MI,oakland
Starkville,MS,oktibbeha
Ridgeland,MS,madison
South Plainfield,NJ,middlesex
Pelham,AL,shelby
Harrison,MI,macomb
Barnegat,NJ,ocean
Hingham,MA,plymouth
Kerrville,TX,kerr
Solon,OH,cuyahoga
North Haven,CT,new haven
Middleborough,MA,plymouth
Centerville,OH,montgomery
Centerville,OH,greene
Lisle,IL,dupage
Mandan,ND,morton
Rolling Meadows,IL,cook
Papillion,NE,sarpy
Fairfax,VA,fairfax (city)
Emporia,KS,lyon
Columbus,MS,lowndes
Plainsboro,NJ,middlesex
Kingston,NY,ulster
Johnston,IA,polk
Auburn,ME,androscoggin
Kankakee,IL,kankakee
Columbus,NE,platte
Acton,MA,middlesex
Kuna,ID,ada
Webster Groves,MO,st. louis
Wadsworth,OH,medina
Highland,IN,lake
Burlington,NJ,burlington
Burlington,IA,des moines
Freeport,IL,stephenson
Willoughby,OH,lake
Belton,MO,cass
San Fernando,CA,los angeles
Waukee,IA,dallas
Champlin,MN,hennepin
Kenmore,WA,king
Munster,IN,lake
Saginaw,TX,tarrant
South Elgin,IL,kane
Mansfield,MA,bristol
Athens,OH,athens
Cranford,NJ,union
Jacksonville Beach,FL,duval
Fountain Hills,AZ,maricopa
Muscatine,IA,muscatine
Patterson,CA,stanislaus
Oshtemo,MI,kalamazoo
Happy Valley,OR,clackamas
Maple Heights,OH,cuyahoga
Montgomery,NJ,somerset
Roseburg,OR,douglas
Watauga,TX,tarrant
Farmington,MN,dakota
Yukon,OK,canadian
Lexington,SC,lexington
Shelbyville,TN,bedford
Rock Springs,WY,sweetwater
Maywood,IL,cook
Farragut,TN,knox
Farragut,TN,loudon
Greenfield,IN,hancock
Griffin,GA,spalding
Forney,TX,kaufman
New Brighton,MN,ramsey
Raritan,NJ,hunterdon
Pottstown,PA,montgomery
Loves Park,IL,boone
Loves Park,IL,winnebago
Marshall,TX,harrison
North Platte,NE,lincoln
Clinton,UT,davis
Brookings,SD,brookings
Westerly,RI,washington
Simpsonville,SC,greenville
Wilmington,MA,middlesex
Christiansburg,VA,montgomery
Crystal,MN,hennepin
Bedford,NH,hillsborough
Wareham,MA,plymouth
Gardner,KS,johnson
Garden City,NY,nassau
Lyon,MI,oakland
Nixa,MO,christian
Stoneham,MA,middlesex
Calabasas,CA,los angeles
Van Buren,AR,crawford
Millbrae,CA,san mateo
Middletown,DE,new castle
Eustis,FL,lake
Cartersville,GA,bartow
Oakdale,CA,stanislaus
Glassboro,NJ,gloucester
Hudson,OH,summit
Edgewater,FL,volusia
Pickerington,OH,franklin
Pickerington,OH,fairfield
Trotwood,OH,montgomery
Hialeah Gardens,FL,miami-dade
Belton,TX,bell
Keene,NH,cheshire
Radcliff,KY,hardin
Oxford,OH,butler
Hopewell,VA,hopewell
Laguna Beach,CA,orange
Morris,NJ,morris
Winchester,MA,middlesex
Prairie Village,KS,johnson
Machesney Park,IL,winnebago
